variable_name,display_name,data_type,original_worksheet,n_unique_values,missing_rate_pct,imputation_strategy,encoding_mapping,sample_values
诊断名称_encoded,诊断名称 (编码),integer (encoded),info,55,0.0,"mode (fill=急性髓系白血病M2, n=2)",0=ALL      中枢神经系统白血病; 1=PH+急性B淋巴细胞白血病; 2=PH+急性淋巴细胞白血病; 3=Ph+ 急性淋巴细胞白血病; 4=Ph+急性B淋巴细胞白血病; 5=Ph+急性淋巴细胞白血病; 6=Ph+急性混合细胞白血病; 7=T淋巴母细胞白血病; 8=pH+急性淋巴细胞白血病; 9=ph+急性淋巴细胞白血病; ... (55 total classes),41; 37; 8
是否合并CNSL_encoded,是否合并CNSL (编码),integer (encoded),info,3,0.0,"mode (fill=无, n=2)",0=无; 1=有; 2=未查,0; 2; 1
危险分层_encoded,危险分层 (编码),integer (encoded),info,3,0.0,"mode (fill=高危组, n=2)",0=中危组; 1=低危组; 2=高危组,2; 0; 1
评估情况_encoded,评估情况 (编码),integer (encoded),info,3,0.0,"mode (fill=无, n=132)",0=持续慢性感染; 1=无; 2=残留陈旧病灶，无需治疗,1; 0; 2
治疗方案_encoded,治疗方案 (编码),integer (encoded),info,2,0.0,"mode (fill=伏立康唑 200ug q12h, n=245)",0=伏立康唑 200ug q12h; 1=伏立康唑50mg/12h,0; 1
性别_1_encoded,性别_1 (编码),integer (encoded),info,2,0.0,"mode (fill=男, n=28)",0=女; 1=男,0; 1
与患者关系_encoded,与患者关系 (编码),integer (encoded),info,16,0.0,"mode (fill=父亲, n=28)",0=0000; 1=儿子; 2=哥哥; 3=堂弟; 4=女儿; 5=妹妹; 6=姐姐; 7=姐弟; 8=弟弟; 9=无; 10=无关; 11=无关供者; 12=母亲; 13=父亲; 14=父子; 15=舅舅,4; 8; 13
移植次数_encoded,移植次数 (编码),integer (encoded),info,2,0.0,"mode (fill=第一次移植, n=3)",0=第一次移植; 1=第二次移植,0; 1
第二次原因_encoded,第二次原因 (编码),integer (encoded),info,1,0.0,"mode (fill=本病复发, n=244)",0=本病复发,0
移植类型_encoded,移植类型 (编码),integer (encoded),info,5,0.0,"mode (fill=亲缘间单倍体移植, n=3)",0=亲缘间全相合移植; 1=亲缘间单倍体移植; 2=自体移植; 3=非亲缘间不相合移植; 4=非亲缘间全相合移植,1; 0; 2
HLA-DQ（供者）_encoded,HLA-DQ（供者） (编码),integer (encoded),info,87,0.0,"mode (fill=03:01/03:03, n=36)",0=02:01/02:02; 1=02:01/03:01; 2=02:01/03:02; 3=02:01/03:03; 4=02:01/05:02; 5=02:01/05:03; 6=02:01/06:01; 7=02:01/06:03; 8=02:01:01/04:01; 9=02:02/03:01; ... (87 total classes),16; 18; 57
Dpb1（供者）_encoded,Dpb1（供者） (编码),integer (encoded),info,39,0.0,"mode (fill=05:01/05:01, n=179)",0=02:01/02:01; 1=02:01/02:02; 2=02:01/03:01; 3=02:01/04:01; 4=02:01/04:02; 5=02:01/05:01; 6=02:01/135:01; 7=02:01/19:01; 8=02:01/21:01; 9=02:01/41:01; 10=02:01:02G/05:01; 11=02:01:02G/05:01:01G; 12=02:02/03:01; 13=02:02/04:01; 14=02:02/04:02; 15=02:02/05:01; 16=02:02/135:01; 17=02:02/14:01; 18=02:02:01G/05:01:01G; 19=03:01/02:01; 20=03:01/04:05:01; 21=03:01/05:01; 22=03:01:01G/05:01:01G; 23=04:01/02:02; 24=04:01/09:01; 25=04:01/14:01; 26=04:01/17:01; 27=04:01/19:01; 28=04:02/14:01; 29=05:01/03:01; 30=05:01/04:01; 31=05:01/05:01; 32=05:01/13:01; 33=05:01/21:01; 34=05:01:01G/13:01:01G; 35=13:01/01a/21:01; 36=14:01/02:02; 37=14:01/03:01; 38=21:01/17:01,31; 8; 18
血型（供者）_encoded,血型（供者） (编码),integer (encoded),info,9,0.0,"mode (fill=A, n=46)",0=0; 1=A; 2=A(RhD); 3=AB; 4=B; 5=O; 6=O(RHD); 7=ab; 8=o,5; 1; 4
HLA-DQ（受者）_encoded,HLA-DQ（受者） (编码),integer (encoded),info,97,0.0,"mode (fill=03:01/03:03, n=36)",0=02:01/02:01; 1=02:01/02:02; 2=02:01/03:01; 3=02:01/03:02; 4=02:01/03:03; 5=02:01/04:01; 6=02:01/04:02; 7=02:01/05:01; 8=02:01/06:01; 9=02:01:01/04:01; ... (97 total classes),28; 20; 24
HLA-A（受者）_encoded,HLA-A（受者） (编码),integer (encoded),info,89,0.0,"mode (fill=11:01/11:01, n=35)",0=01:01/02:01; 1=01:01/02:07; 2=01:01/11:01; 3=01:01/24:02; 4=01:01/33:03; 5=02:01/02:03; 6=02:01/02:06; 7=02:01/02:07; 8=02:01/03:01; 9=02:01/11:01; ... (89 total classes),4; 48; 75
Dpb1（受者）_encoded,Dpb1（受者） (编码),integer (encoded),info,43,0.0,"mode (fill=05:01/05:01, n=180)",0=02:01/02:01; 1=02:01/02:02; 2=02:01/04:01; 3=02:01/04:02; 4=02:01/05:01; 5=02:01/05:02; 6=02:01/135:01; 7=02:01/19:01; 8=02:01/21:01; 9=02:01/41:01; 10=02:01:02G/01:01:01G; 11=02:01:02G/05:01; 12=02:02/03:01; 13=02:02/04:01; 14=02:02/04:02; 15=02:02/05:01; 16=02:02/14:01; 17=02:02:01G/05:01:01G; 18=03:01/03:01; 19=03:01/04:05:01; 20=03:01/05:01; 21=03:01/13:01:01G; 22=03:01/14:01; 23=03:01:01G/03:01:01G; 24=04:01/02:01; 25=04:01/03:02; 26=04:01/14:01; 27=04:01/19:01; 28=04:02/14:01; 29=04:02/21:01; 30=05:01/02:02; 31=05:01/03:01; 32=05:01/04:01; 33=05:01/05:01; 34=05:01/05:03; 35=05:01/13:01; 36=05:01/13:01:01G; 37=05:01:01G/05:01:01G; 38=0:01/17:01; 39=13:01/01a/21:01; 40=14:01/05:01; 41=14:01/135:01; 42=21:01/17:01,33; 8; 37
血型（受者）_encoded,血型（受者） (编码),integer (encoded),info,10,0.0,"mode (fill=O, n=51)",0=0; 1=A; 2=A(RhD); 3=AB; 4=B; 5=C; 6=O; 7=O(RHD); 8=a; 9=o,4; 6; 1
HLA抗体_encoded,HLA抗体 (编码),integer (encoded),info,2,0.0,"mode (fill=阴性, n=117)",0=阳性; 1=阴性,1; 0
急性重症GVHD风险_encoded,急性重症GVHD风险 (编码),integer (encoded),info,5,0.0,"mode (fill=2, n=140)",0=1; 1=2; 2=3; 3=4; 4=母亲2,1; 0; 2
GVL作用_encoded,GVL作用 (编码),integer (encoded),info,5,0.0,"mode (fill=2, n=140)",0=1; 1=2; 2=3; 3=4; 4=母亲4,1; 3; 2
疾病状态_encoded,疾病状态 (编码),integer (encoded),info,4,0.0,"mode (fill=CR, n=3)",0=CR; 1=NR; 2=PR; 3=RE,0; 1; 2
MRD流式_encoded,MRD流式 (编码),integer (encoded),info,38,0.0,"mode (fill=0%, n=24)",0=(-); 1=0; 2=0%; 3=0.04%; 4=0.07%; 5=0.08%; 6=0.14%; 7=0.16; 8=0.18%; 9=0.19%; 10=0.2%; 11=0.24%; 12=0.26%; 13=0.29%; 14=0.33%; 15=0.45%; 16=0.71%; 17=0.72%; 18=0.73%; 19=0.82%; 20=0.83%; 21=1.04%; 22=1.06%; 23=1.2%; 24=1.40%; 25=2.39%; 26=28.12%; 27=30%; 28=38.65%; 29=4.95; 30=57.5%; 31=6%; 32=63.85%; 33=7.17%; 34=NR; 35=阳性; 36=阴性; 37=（-）,2; 0; 21
MRD基因_encoded,MRD基因 (编码),integer (encoded),info,65,0.0,"mode (fill=0%, n=173)",0=0%; 1=ABL(+); 2=ABL阳性; 3=AML-ETO/ABL   0.14%; 4=AML/ETO 0%; 5=AML1-ET0/ABL 0.32%; 6=AML1-ETO/ABL   0%; 7=AML1-ETO/ABL  0.38; 8=AML1-ETO/ABL 0%; 9=AML1-ETO/ABL 0.03%; ... (65 total classes),0; 7; 39
干细胞来源_encoded,干细胞来源 (编码),integer (encoded),info,3,0.0,"mode (fill=外周干细胞,骨髓干细胞, n=3)","0=外周干细胞; 1=外周干细胞,骨髓干细胞; 2=骨髓干细胞",1; 0; 2
干细胞动员方案_encoded,干细胞动员方案 (编码),integer (encoded),info,12,0.0,"mode (fill=CAE+G-CSF, n=235)",0=CAE+G-CSF; 1=CEOD+MTX+G-CSF; 2=G-CSF; 3=G-CSF+HADG; 4=HA+Dac; 5=HAD+G-CSF; 6=HIA+G-CSF; 7=IA+G-CSF; 8=MOED+G-CSF; 9=MOED+MTX+G-CSF; 10=ia; 11=平地动员,0; 8; 3
死亡地点_encoded,死亡地点 (编码),integer (encoded),info,11,0.0,"mode (fill=家中, n=209)",0=不详; 1=医院; 2=家; 3=家中; 4=家中 ; 5=家里; 6=当地医院; 7=患者家中; 8=新桥医院; 9=病房; 10=红岭医院,3; 1; 4
死亡根本原因_encoded,死亡根本原因 (编码),integer (encoded),info,2,0.0,"mode (fill=其他, n=209)",0=其他; 1=本病复发,0; 1
死亡原因备注_encoded,死亡原因备注 (编码),integer (encoded),info,28,0.0,"mode (fill=1.中枢神经白血病2.重症肺炎3.呼吸衰竭4.休克5.血气胸.6脑干出血7.多器官功能衰竭待诊, n=219)","0=1.中枢神经白血病2.重症肺炎3.呼吸衰竭4.休克5.血气胸.6脑干出血7.多器官功能衰竭待诊; 1=2018-4-19电话随访患者，家属诉于2018-4-15家中逝世; 2=2018.6.18复发
2019.4.18复发; 3=5.16   复发     36.5%           MRD34.88%          WTI/ABL  129.6%; 4=Ph+急性混合细胞白血病（高危组），真菌性肺炎，父供女6/10相合造血干细胞移植术后，肝功能受损，粒细胞减少症，尿路感染，低蛋白血症; 5=ph+急性淋巴细胞白血病  高危，原发性高血压  很高危，消化道出血，出血性膀胱炎，巨细胞病毒感染，BK、JC病毒感染，aGVHD，低蛋白血症，水电解质紊乱; 6=不详; 7=并发症; 8=急性淋巴细胞白血病（ETP高危组），肺部感染，父供子8/10相合造血干细胞移植术后，肝功能受损，消化道出血，感染性休克，失血性休克，低蛋白血症，肾功能不全，皮肤软组织感染，恶劣心境，败血症（肺炎克雷伯菌），呼吸循环衰竭; 9=急性混合细胞白血病（高危组）-CR2，弟供兄全相合造血干细胞移植术后，白血病髓外浸润，移植物抗宿主病，重症感染，肺部感染，败血症（大肠埃希菌），感染性休克，肝功能损害，弥散性血管内凝血，呼吸衰竭，代谢性酸中毒，呼吸循环衰竭; 10=急性髓系白血病M4（高危组），无关供者全相合造血干细胞移植术后，慢性移植物抗宿主病，肝功能损害，继发性铁负荷过多，急性胰腺炎，肺部感染，低蛋白血症，消化道出血，凝血功能障碍，低钾、低镁血症，高钠、高氯血症，肺部真菌感染，呼吸衰竭，代谢性碱中毒，血栓性微血管病，褥疮; 11=急性髓系白血病M5，肺部感染，肾功能不全，兄供弟全相合造血干细胞移植; 12=患者于2018年4月20日16:30开始行腰穿及鞘内化疗，于鞘内推注阿糖胞苷时出现下肢疼痛，麻木，后出现一过性截瘫，20:00患者持续诉双下肢无力及脐平面以下腹痛，感焦虑、烦躁，于22:30患者突然出现呼吸、心跳骤停，积极抢救后无效死亡; 13=患者浅昏迷就诊新桥医院血液科诊断为：意识障碍待查，重度贫血，血小板减少性紫癜，失血性休克，死亡; 14=患者血氧饱和度，血压下降，瞳孔直径约6mm，对光反射减弱处理后意识障碍加重，且患者有多重感染，合并移植物抗宿主病，本病病情重，死亡率极高，患者家属放弃治疗; 15=患者诊断Ph+ALL，兄供弟5/10相合造血干细胞移植，移植后持续出血性膀胱炎，巨细胞病毒反复阳性，合并肺部感染，血栓性微血管病，经抗感染、血浆置换等治疗后疗效差，最终呼吸衰竭死亡; 16=患者诊断急性髓系白血病M4EO（高危组）-CR2，兄供弟5/10相合造血干细胞移植术后，肺部感染，移植物抗宿主病，肝功能损害，肾功能不全，Ⅰ型呼吸衰竭，代谢性酸中毒，呼吸循环衰竭，抢救无效，家属放弃治疗; 17=感染; 18=感染性休克; 19=慢性淋巴细胞白血病，下肢静脉血栓，左输尿管结石并积水，右双“J”管置入术后，右肾结石，肝功能不全，肾功能不全，巨细胞病毒血症，左侧周围性面瘫，面神经炎？脑血管意外？凝血功能异常，口咽部溃疡伴出血，代谢性酸中毒，肺部感染，感染性休克; 20=慢性粒单核细胞白血病，骨髓纤维化，粒细胞缺乏性发热，代谢性脑病待诊，高钠血症，低蛋白血症，呼吸循环功能衰竭，高氯血症，感染性休克; 21=本病复发+肝功能衰竭+血流感染+肺部感染; 22=确诊机型混合细胞白血病（高危组），急性移植物抗宿主病，肺部感染，非血缘关系9/10相合造血干细胞移植术后，EB病毒感染，肝功能受损，移植相关血栓微血管病，粒细胞缺乏症，脑梗塞; 23=移植后复发，放弃治疗，家中去世; 24=肺部感染，慢性肾功能不全，慢性移植抗宿主病，EB病毒感染，BK病毒感染，呼吸循环衰竭; 25=血流感染+导管感染：肺炎克雷伯菌; 26=血流感染：嗜麦芽寡养单胞菌; 27=诊断急性髓系白血病，无关供者全相合造血干细胞移植后复发，并发肺部感染，抗感染治疗效果不佳，呼吸循环衰竭死亡",0; 7; 11
prep_ECOG评分_encoded,移植前_ECOG评分 (编码),integer (encoded),pre-test-p,3,0.0,"mode (fill=0分, n=142)",0=0分; 1=1分; 2=2分,0; 1; 2
prep_移植前疾病状态_encoded,移植前_移植前疾病状态 (编码),integer (encoded),pre-test-p,5,0.0,"mode (fill=CR, n=21)",0=CR; 1=NR; 2=PR; 3=RE; 4=不详,0; 4; 3
prep_MRD_encoded,移植前_MRD (编码),integer (encoded),pre-test-p,3,0.0,"mode (fill=流式, n=166)","0=基因; 1=流式; 2=流式,基因",1; 2; 0
prep_MRD流式_encoded,移植前_MRD流式 (编码),integer (encoded),pre-test-p,41,0.0,"mode (fill=0%, n=26)",0=(-); 1=(-）; 2=0; 3=0%; 4=0.04%; 5=0.07; 6=0.08%; 7=0.14%; 8=0.16%; 9=0.18%; 10=0.19%; 11=0.2%; 12=0.24; 13=0.26%; 14=0.29%; 15=0.33%; 16=0.45%; 17=0.48%; 18=0.71%; 19=0.73%; 20=0.82%; 21=0.83%; 22=1.04%; 23=1.06%; 24=1.2%; 25=1.4; 26=16.33%; 27=2.39%; 28=28.12%; 29=38.65%; 30=39%; 31=4.95; 32=57.5%; 33=6%; 34=63.85%; 35=7.17%; 36=8.72%; 37=阳性; 38=阴; 39=阴性; 40=（-）,3; 40; 22
prep_MRD基因_encoded,移植前_MRD基因 (编码),integer (encoded),pre-test-p,67,0.0,"mode (fill=0%, n=173)",0=0%; 1=ABL(+); 2=ABL阳性; 3=ALL/AF4(-); 4=AML-ET0/ABL 0.17%; 5=AML/ETO 0%; 6=AML1-ETO/ABL  0.38; 7=AML1-ETO/ABL 0%; 8=AML1-ETO/ABL 0.03%; 9=AML1-ETO/ABL 0.1%; ... (67 total classes),0; 6; 44
prep_不良预后基因是否转阴_encoded,移植前_不良预后基因是否转阴 (编码),integer (encoded),pre-test-p,4,0.0,"mode (fill=未转阴, n=207)",0=全阴性; 1=无不良预后基因; 2=未测; 3=未转阴,3; 1; 2
prep_不良预后基因是否转阴备注_encoded,移植前_不良预后基因是否转阴备注 (编码),integer (encoded),pre-test-p,9,0.0,"mode (fill=AML1-ETO/ABL 0.03%, n=238)",0=AML1-ETO/ABL 0.03%; 1=BCR/ABL  1.2%; 2=BCR/ABL P190 ; 3=DNMT3A; 4=WT1 0.13%; 5=WT1/ABL 0.19%; 6=WT1/ABL 0.28%; 7=WT1/ABL 0.46%; 8=WT1/ABL 0.53%；AML1/ETO 0.25%,0; 7; 2
prep_ABO_encoded,移植前_ABO (编码),integer (encoded),pre-test-p,4,0.0,"mode (fill=O, n=9)",0=A; 1=AB; 2=B; 3=O,2; 3; 0
prep_RH_encoded,移植前_RH (编码),integer (encoded),pre-test-p,2,0.0,"mode (fill=阳性, n=13)",0=阳性; 1=阴性,0; 1
prep_直接抗人球蛋白实验_encoded,移植前_直接抗人球蛋白实验 (编码),integer (encoded),pre-test-p,2,0.0,"mode (fill=阴性, n=10)",0=阳性; 1=阴性,1; 0
prep_直接抗人球蛋白实验备注_encoded,移植前_直接抗人球蛋白实验备注 (编码),integer (encoded),pre-test-p,7,0.0,"mode (fill=0.5+, n=218)",0=+; 1=++; 2=+++; 3=0.5; 4=0.5+; 5=2+; 6=直接抗人球蛋白试验0.5+,4; 6; 0
prep_抗体筛选实验_encoded,移植前_抗体筛选实验 (编码),integer (encoded),pre-test-p,2,0.0,"mode (fill=阴性, n=15)",0=阳性; 1=阴性,1; 0
prep_抗体筛选实验备注_encoded,移植前_抗体筛选实验备注 (编码),integer (encoded),pre-test-p,1,0.0,"mode (fill=3+, n=246)",0=3+,0
prep_移植前是否去铁治疗_encoded,移植前_移植前是否去铁治疗 (编码),integer (encoded),pre-test-p,2,0.0,"mode (fill=否, n=156)",0=否; 1=是,0; 1
prep_尿蛋白(PRO)_encoded,移植前_尿蛋白(PRO) (编码),integer (encoded),pre-test-p,4,0.0,"mode (fill=（-）, n=10)",0=（+++）; 1=（++）; 2=（+）; 3=（-）,3; 1; 2
prep_尿白细胞(LEU)_encoded,移植前_尿白细胞(LEU) (编码),integer (encoded),pre-test-p,3,0.0,"mode (fill=（-）, n=10)",0=（+++）; 1=（+）; 2=（-）,2; 1; 0
prep_尿红细胞(BLD)_encoded,移植前_尿红细胞(BLD) (编码),integer (encoded),pre-test-p,4,0.0,"mode (fill=（-）, n=10)",0=（+++）; 1=（++）; 2=（+）; 3=（-）,3; 2; 1
prep_抗核抗体谱_encoded,移植前_抗核抗体谱 (编码),integer (encoded),pre-test-p,2,0.0,"mode (fill=全阴性, n=27)",0=全阴性; 1=部分阳性,0; 1
prep_抗核抗体谱备注_encoded,移植前_抗核抗体谱备注 (编码),integer (encoded),pre-test-p,26,0.0,"mode (fill=ANA滴度1:100, n=217)",0=ANA滴度1:100; 1=ANA滴度1:100阳性; 2=RO-52弱阳性; 3=Ro-52; 4=Ro-52阳性; 5=Ro-52阳性，ANA滴度1:100阳性; 6=抗JO-1抗体; 7=抗NR/VP/SM抗体、RO-52、ANA滴度1:100; 8=抗PM-Scl抗体; 9=抗PM-Scl抗体弱阳性; 10=抗PM-Scl阳性; 11=抗SSA弱阳; 12=抗SSA抗体弱阳性，Ro-52弱阳性，ANA滴度1：100阳性; 13=抗SSA抗体阳性; 14=抗SSA抗体，抗SS-B抗体，ANA滴度1:100阳性; 15=抗dsDNA  弱阳; 16=抗nRNP/SM抗体; 17=抗nRNP/Sm抗体; 18=抗nRNP/Sm抗体、抗Sm抗体; 19=抗scl-70; 20=抗增殖细胞核抗原抗体弱阳性; 21=抗增殖细胞核抗原抗体（阳性），抗线粒体M2亚型抗体（弱阳性）; 22=抗增殖细胞核抗原（抗PCNA）; 23=抗着丝点抗体弱阳性; 24=抗线粒体M2亚型抗体; 25=抗线粒体M2亚型抗体弱阳性,0; 14; 3
prep_HIV_encoded,移植前_HIV (编码),integer (encoded),pre-test-p,1,0.0,"mode (fill=阴性, n=7)",0=阴性,0
prep_梅毒_encoded,移植前_梅毒 (编码),integer (encoded),pre-test-p,2,0.0,"mode (fill=阴性, n=8)",0=阳性; 1=阴性,1; 0
prep_HCV_encoded,移植前_HCV (编码),integer (encoded),pre-test-p,1,0.0,"mode (fill=阴性, n=7)",0=阴性,0
prep_HBsAg（乙肝表面抗原）_encoded,移植前_HBsAg（乙肝表面抗原） (编码),integer (encoded),pre-test-p,2,0.0,"mode (fill=阴性, n=9)",0=阳性; 1=阴性,1; 0
prep_HDVAb（丁肝抗体）_encoded,移植前_HDVAb（丁肝抗体） (编码),integer (encoded),pre-test-p,2,0.0,"mode (fill=阴性, n=9)",0=阳性; 1=阴性,1; 0
prep_HBsAb（乙肝表面抗体）_encoded,移植前_HBsAb（乙肝表面抗体） (编码),integer (encoded),pre-test-p,2,0.0,"mode (fill=阳性, n=9)",0=阳性; 1=阴性,0; 1
prep_HEVAb（戊肝抗体）_encoded,移植前_HEVAb（戊肝抗体） (编码),integer (encoded),pre-test-p,1,0.0,"mode (fill=阴性, n=11)",0=阴性,0
prep_HAVAb（甲肝抗体）_encoded,移植前_HAVAb（甲肝抗体） (编码),integer (encoded),pre-test-p,2,0.0,"mode (fill=阴性, n=9)",0=阳性; 1=阴性,1; 0
prep_巨细胞病毒DNA定量_encoded,移植前_巨细胞病毒DNA定量 (编码),integer (encoded),pre-test-p,2,0.0,"mode (fill=阴性, n=71)",0=阳性; 1=阴性,1; 0
prep_EB病毒核酸_encoded,移植前_EB病毒核酸 (编码),integer (encoded),pre-test-p,2,0.0,"mode (fill=阴性, n=57)",0=阳性; 1=阴性,1; 0
prep_EB病毒核酸备注_encoded,移植前_EB病毒核酸备注 (编码),integer (encoded),pre-test-p,33,0.0,"mode (fill=1,30E+003, n=214)","0=1,30E+003; 1=1.02E+004; 2=1.18E+003; 3=1.20E+002; 4=1.29E+003; 5=1.2E+002; 6=1.43E+002; 7=1.43E+003; 8=1.49E+002; 9=1.61E+002; 10=2.03E+002; 11=2.79E+002IU/ml; 12=3.10E+002; 13=3.27E+003; 14=3.46E+004; 15=4.01E+001; 16=4.22E+002; 17=4.47E+003; 18=4.74E+003; 19=5.61E+001; 20=5.85E+002; 21=6.57E+002; 22=7.66E+002; 23=7.79E+003; 24=8.18E+003; 25=8.85E+003; 26=9.41E+002; 27=9.61E+002; 28=9.70E+003; 29=9.82E+002; 30=EB-IgA 4.21AU/ml 、EB-IgG 16.18AU/ml; 31=血1.41E+002; 32=血2.43E+002",0; 20; 8
prep_弓形虫抗体_encoded,移植前_弓形虫抗体 (编码),integer (encoded),pre-test-p,3,0.0,"mode (fill=均阴性, n=34)",0=IgG; 1=IgM; 2=均阴性,2; 0; 1
prep_单纯疱疹病毒抗体_encoded,移植前_单纯疱疹病毒抗体 (编码),integer (encoded),pre-test-p,3,0.0,"mode (fill=IgG, n=34)",0=IgG; 1=IgM; 2=均阴性,0; 2; 1
prep_风疹病毒抗体_encoded,移植前_风疹病毒抗体 (编码),integer (encoded),pre-test-p,3,0.0,"mode (fill=IgG, n=34)",0=IgG; 1=IgM; 2=均阴性,0; 2; 1
prep_巨细胞病毒抗体_encoded,移植前_巨细胞病毒抗体 (编码),integer (encoded),pre-test-p,3,0.0,"mode (fill=IgG, n=34)",0=IgG; 1=IgM; 2=均阴性,0; 2; 1
prep_心电图_encoded,移植前_心电图 (编码),integer (encoded),pre-test-p,4,0.0,"mode (fill=正常, n=6)",0=异常，无临床意义; 1=异常，有临床意义; 2=未检查; 3=正常,0; 3; 2
prep_心电图备注_encoded,移植前_心电图备注 (编码),integer (encoded),pre-test-p,27,0.0,"mode (fill=窦性心动过速, n=177)",0=1.窦性心律；2.房性早搏; 1=T波改变; 2=完全性右束支阻滞; 3=左心室肥大; 4=心动过速; 5=房性早搏; 6=窦性心动过缓; 7=窦性心动过缓伴不齐; 8=窦性心动过速; 9=窦性心动过速，; 10=窦性心动过速，T波改变; 11=窦性心动过速，左心房肥大; 12=窦性心动过速，提示右心房肥大; 13=窦性心动过速，电轴左偏，T波改变; 14=窦性心动过速；左心室肥大; 15=窦性心律; 16=窦性心律不齐; 17=窦性心律不齐，T波改变; 18=窦性心律过缓; 19=窦性心律过速; 20=窦性心律，ST-T改变; 21=窦性心律，T波改变; 22=窦性心律，一度房室传导阻滞; 23=窦性心律，左前分支传导阻滞; 24=窦性心律，电轴右偏; 25=窦性心律，电轴右偏，RV1、V2电压增高; 26=窦性心律，肢导联低电压,21; 8; 19
prep_心脏超声_encoded,移植前_心脏超声 (编码),integer (encoded),pre-test-p,4,0.0,"mode (fill=异常，无临床意义, n=11)",0=异常，无临床意义; 1=异常，有临床意义; 2=未检查; 3=正常,0; 3; 2
prep_心脏超声备注_encoded,移植前_心脏超声备注 (编码),integer (encoded),pre-test-p,86,0.0,"mode (fill=三尖瓣局限性反流, n=104)",0=1.三尖瓣局限性反流，反流压差稍增光; 1=1.三尖瓣轻度返流，反流压差增高；2.三尖瓣局限性反流；3.左室舒张功能减退。; 2=1.主动脉二尖瓣畸形，微量反流，2.三尖瓣微量返流。诊断先天性心脏病; 3=1.主动脉窦部增宽；2.三尖瓣局限性反流；3.左室舒张功能减退; 4=1.主动脉窦部增宽；2.二尖瓣、三尖瓣局限性反流；3.左室舒张功能减退。; 5=1.主动脉窦部稍增宽；2.三尖瓣局限性反流；3.左室舒张功能减退。; 6=1.二尖瓣、三尖瓣局限性反流；2.左室舒张功能减退。; 7=1.二尖瓣瓣上血流速度增快，局限性反流；2.三尖瓣局限性反流；3.左室舒张功能减退；4.心包腔少量积液。; 8=1.左室舒张功能减退，2.心包腔少量积液; 9=1.左房、左室增大；2.三尖瓣局限性反流，反流压差增高; ... (86 total classes),46; 6; 19
prep_腹部超声_encoded,移植前_腹部超声 (编码),integer (encoded),pre-test-p,4,0.0,"mode (fill=正常, n=10)",0=异常，无临床意义; 1=异常，有临床意义; 2=未检查; 3=正常,0; 2; 3
prep_腹部超声备注_encoded,移植前_腹部超声备注 (编码),integer (encoded),pre-test-p,82,0.0,"mode (fill=脾大, n=133)",0=1.肝实质回声增多，请结合肝功；2.胆囊壁粗糙；3.脾稍大。; 1=1.胆囊壁胆固醇结晶；2.脾大；3.双肾囊肿。; 2=1.胆囊小结节；2脾稍大; 3=1.脂肪肝，2.脾大; 4=1.脾大；2.脾内高回声结节，考虑血管瘤; 5=1.脾稍大2.左肾囊肿; 6=1.脾门处淋巴结肿大        2.胆囊息肉     3.左肾囊肿; 7=1、肝实质回声略增粗；2、胆囊结石; 8=1胰腺腺体回声欠均匀；2腹盆腔积液；3胆囊壁粗糙增厚；4脾大; 9=1，胆囊壁胆固醇结晶2，脾大 ; ... (82 total classes),56; 65; 37
prep_胸片_encoded,移植前_胸片 (编码),integer (encoded),pre-test-p,4,0.0,"mode (fill=正常, n=45)",0=异常，无临床意义; 1=异常，有临床意义; 2=未检查; 3=正常,3; 0; 2
prep_胸片备注_encoded,移植前_胸片备注 (编码),integer (encoded),pre-test-p,30,0.0,"mode (fill=双肺纹理增多, n=210)","0=1.右下肺感染可能；2.心影轻度增大。; 1=双上肺继发性肺结核可能，左侧膈面抬高，左侧少量胸腔积液; 2=双肺多发磨玻璃模糊影，炎症可能，右肺中叶，左上叶舌段及双下肺纤维灶; 3=双肺感染可能; 4=双肺纹理增多; 5=双肺纹理增多,右肺中叶少许纤维灶; 6=双肺纹理增多，右下肺稍模糊，右下肺见高密度影，; 7=双肺纹理增多，左下肺局部纹理稍模糊; 8=双肺纹理增多，心影增大; 9=双肺纹理增多，模糊; 10=双肺纹理增多，稍模糊; 11=双肺纹理增粗; 12=双肺纹理增粗，肝右后叶结节; 13=双肺纹理模糊; 14=双肺纹理稍增多; 15=双肺纹理稍多。; 16=双飞散在炎症可能; 17=右下肺小片状模糊影; 18=右侧少量胸腔积液不排除; 19=右肺 中叶内侧段，少许条索影，前上纵膈可见斑片状软组织密度影，大约2×4厘米，与邻近心包分界不清，; 20=右肺中下野纤维硬结灶可能; 21=左上肺纤维硬结灶; 22=左上肺野局部浅淡小结节影; 23=左下肋膈角区少许感染可能; 24=左下肺纹理稍模糊; 25=左侧约中量胸腔积液伴左下肺被动性不张或感染可能; 26=左侧胸腔可见片状无肺纹理区，肺组织压缩约5%; 27=左肺感染可能; 28=心影增大; 29=肺纹理增多",4; 24; 7
prep_肺CT_encoded,移植前_肺CT (编码),integer (encoded),pre-test-p,4,0.0,"mode (fill=异常，无临床意义, n=7)",0=异常，无临床意义; 1=异常，有临床意义; 2=未检查; 3=正常,3; 0; 1
pred_ABO_encoded,移植后_ABO (编码),integer (encoded),pre-test-d,4,0.0,"mode (fill=O, n=41)",0=A; 1=AB; 2=B; 3=O,3; 1; 0
